,pro_id,name,cate,price,url,url_img,ecom
138,139,HP 245 G10 R5 7530U (A20TDPT),laptop,12.490.000₫,https://www.thegioididong.com/laptop/hp-245-g10-r5-a20tdpt,,thegioididong
139,140,Acer Aspire Lite 14 51M 36MH i3 1215U (NX.KTVSV.001),laptop,9.190.000₫,https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-36mh-i3-nxktvsv001,,thegioididong
140,141,Lenovo Gaming LOQ 15IAX9 i5 12450HX (83GS000JVN),laptop,20.890.000₫,https://www.thegioididong.com/laptop/lenovo-loq-gaming-15iax9-i5-83gs000jvn?utm_flashsale=1,,thegioididong
141,142,Asus Vivobook X1404ZA i3 1215U (NK246W),laptop,9.690.000₫,https://www.thegioididong.com/laptop/asus-vivobook-x1404za-i3-nk246w?utm_flashsale=1,,thegioididong
142,143,Acer Aspire Lite 14 51M 36PN i3 1215U (NX.KTWSV.001),laptop,9.690.000₫,https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-36pn-i3-nxktwsv001,,thegioididong
143,144,Dell Latitude 3440 i5 1235U (L3440-I51235U-16G512G),laptop,16.490.000₫,https://www.thegioididong.com/laptop/dell-latitude-3440-i5-l3440i51235u16g512g,,thegioididong
144,145,Lenovo Gaming LOQ 15IAX9 i5 12450HX (83GS00D9VN),laptop,21.990.000₫,https://www.thegioididong.com/laptop/lenovo-loq-15iax9-i5-83gs00d9vn?utm_flashsale=1,,thegioididong
145,146,HP 15 fd0015TU i7 1355U (A19C5PA),laptop,19.290.000₫,https://www.thegioididong.com/laptop/hp-15-fd0015tu-i7-a19c5pa,,thegioididong
146,147,MSI Gaming GF63 Thin 12VE i5 12450H (460VN),laptop,17.990.000₫,https://www.thegioididong.com/laptop/msi-gf63-thin-12ve-i5-460vn?utm_flashsale=1,,thegioididong
147,148,Asus Vivobook 15 X1504ZA i5 1235U (NJ1608W),laptop,13.990.000₫,https://www.thegioididong.com/laptop/asus-x1504za-i5-nj1608w?utm_flashsale=1,,thegioididong
148,149,HP Pavilion 15 eg3093TU i5 1335U (8C5L4PA),laptop,17.490.000₫,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3093tu-i5-8c5l4pa,,thegioididong
149,150,Asus Vivobook 16 X1605VA i5 1335U (MB360W),laptop,15.590.000₫,https://www.thegioididong.com/laptop/asus-vivobook-16-x1605va-i5-mb360w?utm_flashsale=1,,thegioididong
150,151,HP 240 G9 i3 1215U (AG2J5AT),laptop,9.990.000₫,https://www.thegioididong.com/laptop/hp-240-g9-i3-ag2j5at,,thegioididong
151,152,Lenovo Ideapad Slim 3 15IRH8 i7 13620H (83EM003FVN),laptop,17.290.000₫,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15irh8-i7-83em003fvn,,thegioididong
152,153,MSI Modern 15 B12MO i5 1235U (628VN),laptop,11.990.000₫,https://www.thegioididong.com/laptop/msi-modern-15-b12mo-i5-628vn,,thegioididong
153,154,Acer Aspire 5 A514 56P 742F i7 1355U (NX.KHRSV.005),laptop,13.990.000₫,https://www.thegioididong.com/laptop/acer-aspire-5-a514-56p-742f-i7-nxkhrsv005,,thegioididong
154,155,Acer Predator Helios Neo PHN16 71 53M7 i5 13500HX (NH.QLUSV.005),laptop,25.490.000₫,https://www.thegioididong.com/laptop/acer-predator-helios-neo-phn16-71-53m7-i5-nhqlusv005?utm_flashsale=1,,thegioididong
155,156,Asus TUF Gaming F15 FX507ZC4 i5 12500H (HN330W),laptop,20.290.000₫,https://www.thegioididong.com/laptop/asus-gaming-tuf-f15-fx507zc4-i5-hn330w?utm_flashsale=1,,thegioididong
156,157,Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H (NX.KQ4SV.002),laptop,16.490.000₫,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58gm-51lb-i5-nxkq4sv002,,thegioididong
157,158,Dell Inspiron 15 3530 i7 1355U (P16WD),laptop,22.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-p16wd,,thegioididong
158,159,Acer Aspire 5 A515 58P 34RJ i3 1315U (NX.KHJSV.003),laptop,9.990.000₫,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58p-34rj-i3-nxkhjsv003,,thegioididong
159,160,HP Gaming VICTUS 15 fa1139TX i5 12450H (8Y6W3PA),laptop,18.990.000₫,https://www.thegioididong.com/laptop/hp-victus-15-fa1139tx-i5-8y6w3pa,,thegioididong
160,161,Asus TUF Gaming A15 FA506NF R5 7535HS (HN012W),laptop,16.990.000₫,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa506nf-r5-hn012w?utm_flashsale=1,,thegioididong
161,162,MSI Gaming Thin 15 B12UCX i5 12450H (2046VN),laptop,15.990.000₫,https://www.thegioididong.com/laptop/msi-thin-15-b12ucx-i5-2046vn,,thegioididong
162,163,HP Pavilion X360 14 ek2024TU Core 5 120U (9Z2V6PA),laptop,23.490.000₫,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2024tu-core-5-9z2v6pa,,thegioididong
163,164,Lenovo Ideapad Slim 5 15IRU9 Core 5 120U (83D0000EVN),laptop,17.990.000₫,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-15iru9-core-5-83d0000evn?utm_flashsale=1,,thegioididong
164,165,Lenovo LOQ 15IAX9E i5 12450HX (83LK000BVN),laptop,17.990.000₫,https://www.thegioididong.com/laptop/lenovo-loq-15iax9e-i5-83lk000bvn,,thegioididong
165,166,Dell Vostro 3530 i5 1335U (80GG93),laptop,18.490.000₫,https://www.thegioididong.com/laptop/dell-vostro-3530-i5-80gg93,,thegioididong
166,167,Asus Vivobook 15 X1504ZA i5 1235U (NJ1546W),laptop,13.990.000₫,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504za-i5-nj1546w?utm_flashsale=1,,thegioididong
167,168,Asus Vivobook 15 X1504ZA i5 1235U (NJ1528W),laptop,14.490.000₫,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504za-i5-nj1528w,,thegioididong
168,169,HP 240 G10 i5 1335U (9H2E4PT),laptop,16.790.000₫,https://www.thegioididong.com/laptop/hp-240-g10-i5-9h2e4pt?utm_flashsale=1,,thegioididong
169,170,Acer Gaming Nitro AN515 58 773Y i7 12700H (NH.QFKSV.001.16G),laptop,22.990.000₫,https://www.thegioididong.com/laptop/acer-nitro-an515-58-773y-i7-12700h-nhqfksv00116g,,thegioididong
170,171,Lenovo Gaming LOQ 15ARP9 R7 7435HS (83JC0040VN),laptop,25.990.000₫,https://www.thegioididong.com/laptop/lenovo-loq-15arp9-r7-83jc0040vn,,thegioididong
171,172,MSI Gaming Katana 15 B13VFK i7 13620H (676VN),laptop,26.490.000₫,https://www.thegioididong.com/laptop/msi-katana-15-b13vfk-i7-676vn,,thegioididong
172,173,HP 15s fq5229TU i3 1215U (8U237PA),laptop,10.790.000₫,https://www.thegioididong.com/laptop/hp-15s-fq5229tu-i3-8u237pa?utm_flashsale=1,,thegioididong
173,174,Dell Inspiron 15 3530 i7 1355U (71043888),laptop,21.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-71043888,,thegioididong
174,175,Asus Gaming Vivobook K3605ZC i5 12500H (RP629W),laptop,19.390.000₫,https://www.thegioididong.com/laptop/asus-vivobook-k3605zc-i5-rp629w?utm_flashsale=1,,thegioididong
175,176,Dell Inspiron 15 3530 i5 1334U (N3530-i5U165W11SLU),laptop,18.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n3530i5u165w11slu,,thegioididong
176,177,HP 15 fd1063TU Ultra 5 125H (9Z2Y1PA),laptop,18.490.000₫,https://www.thegioididong.com/laptop/hp-15-fd1063tu-ultra-5-9z2y1pa,,thegioididong
177,178,Acer Aspire 3 A315 59 5283 i5 1235U (NX.K6TSV.00B),laptop,12.490.000₫,https://www.thegioididong.com/laptop/acer-aspire-3-a315-59-5283-i5-nxk6tsv00b,,thegioididong
178,179,Acer Aspire 5 A515 58P 774R i7 1355U (NX.KHJSV.005),laptop,13.990.000₫,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58p-774r-i7-nxkhjsv005,,thegioididong
179,180,Asus Zenbook 14 OLED UX3405MA Ultra 5 125H,laptop,26.390.000₫,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-5-pp151w?utm_flashsale=1,,thegioididong
180,181,HP 240 G9 i5 1235U (6L1Y2PA),laptop,12.990.000₫,https://www.thegioididong.com/laptop/hp-240-g9-i5-6l1y2pa?utm_flashsale=1,,thegioididong
181,182,MSI Gaming GF63 Thin 12UC i7 12650H (887VN),laptop,15.490.000₫,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12uc-i7-887vn?utm_flashsale=1,,thegioididong
182,183,Lenovo Gaming LOQ 15IAX9 i5 12450HX (83GS00DBVN),laptop,20.890.000₫,https://www.thegioididong.com/laptop/lenovo-loq-15iax9-i5-83gs00dbvn,,thegioididong
183,184,Dell Inspiron 15 3520 i5 1235U (71043883),laptop,16.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-71043883,,thegioididong
184,185,HP 15s fq5147TU i7 1255U (7C133PA),laptop,14.490.000₫,https://www.thegioididong.com/laptop/hp-15s-fq5147tu-i7-7c133pa?utm_flashsale=1,,thegioididong
185,186,HP 240 G8 i3 1115G4 (6L1A2PA),laptop,9.990.000₫,https://www.thegioididong.com/laptop/hp-240-g8-i3-6l1a2pa,,thegioididong
186,187,Asus Vivobook 14 X1404VA i5 1335U (NK050W),laptop,15.490.000₫,https://www.thegioididong.com/laptop/asus-vivobook-14-x1404va-i5-nk050w?utm_flashsale=1,,thegioididong
187,188,Asus TUF Gaming F15 FX507ZC4 i7 12700H (HN181W),laptop,21.990.000₫,https://www.thegioididong.com/laptop/asus-fx507zc4-i7-hn181w,,thegioididong
188,189,Acer Aspire 5 A515 58M 56YX i5 13420H (NX.KQ8SV.005),laptop,14.690.000₫,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58m-56yx-i5-nxkq8sv005,,thegioididong
189,190,MSI Modern 15 B12MO i7 1255U (487VN),laptop,13.990.000₫,https://www.thegioididong.com/laptop/msi-modern-15-b12mo-i7-487vn,,thegioididong
190,191,Lenovo V14 G4 i7 1355U (83A00012VN),laptop,16.990.000₫,https://www.thegioididong.com/laptop/lenovo-thinkpad-v14-i7-83a00012vn,,thegioididong
191,192,Asus Vivobook S 16 OLED S5606MA Ultra 5 125H (MX050W),laptop,24.490.000₫,https://www.thegioididong.com/laptop/asus-vivobook-s-16-oled-s5606ma-ultra-5-mx050w,,thegioididong
192,193,Dell Vostro 3520 i5 1235U (71030559),laptop,16.490.000₫,https://www.thegioididong.com/laptop/dell-vostro-3520-i5-71030559,,thegioididong
193,194,HP 240 G9 i3 1215U (6L1X7PA),laptop,8.490.000₫,https://www.thegioididong.com/laptop/hp-240-g9-i3-6l1x7pa?utm_flashsale=1,,thegioididong
194,195,Dell Vostro 15 3520 i5 1235U (5M2TT2),laptop,15.490.000₫,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-5m2tt2,,thegioididong
195,196,Acer Gaming Aspire 5 A515 58GM 53PZ i5 13420H (NX.KQ4SV.008),laptop,15.490.000₫,https://www.thegioididong.com/laptop/acer-aspire-a515-58gm-53pz-i5-nxkq4sv008,,thegioididong
196,197,MacBook Air 13 inch M3,laptop,29.490.000₫,https://www.thegioididong.com/laptop/macbook-air-13-inch-m3-2024-16gb-256gb,https://cdn.tgdd.vn/Products/Images/44/322633/macbook-air-13-inch-m3-2024-16gb-256gb-050324-110756-600x600.jpg,thegioididong
197,198,Asus Vivobook 15 OLED A1505VA i5 13500H (MA467W),laptop,17.990.000₫,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i5-ma467w?utm_flashsale=1,,thegioididong
198,199,HP Pavilion 15 eg3091TU i7 1355U (8C5L2PA),laptop,21.890.000₫,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3091tu-i7-8c5l2pa,,thegioididong
199,200,Asus Vivobook S 14 OLED S5406MA Ultra 5 125H (PP136W),laptop,24.990.000₫,https://www.thegioididong.com/laptop/asus-vivobook-s-14-oled-s5406ma-ultra-5-pp136w,,thegioididong
200,201,Acer Gaming Aspire 7 A715 76G 5806 i5 12450H (NH.QMFSV.002),laptop,18.490.000₫,https://www.thegioididong.com/laptop/acer-aspire-7-gaming-a715-76g-5806-i5-nhqmfsv002,,thegioididong
201,202,MSI Modern 15 B12MO i5 1235U (625VN),laptop,11.490.000₫,https://www.thegioididong.com/laptop/msi-modern-15-b12mo-i5-625vn,,thegioididong
202,203,MSI Thin 15 B13UC i7 13620H (1411VN),laptop,21.490.000₫,https://www.thegioididong.com/laptop/msi-thin-15-b13uc-i7-1411vn,,thegioididong
203,204,Lenovo Gaming LOQ 15IRX9 i7 13650HX (83DV00D5VN),laptop,29.290.000₫,https://www.thegioididong.com/laptop/lenovo-loq-15irx9-i7-83dv00d5vn,,thegioididong
204,205,HP Gaming VICTUS 15 fb1022AX R5 7535HS (94F19PA),laptop,17.990.000₫,https://www.thegioididong.com/laptop/hp-victus-15-fb1022ax-r5-94f19pa,,thegioididong
205,206,Dell Inspiron 15 3530 i5 1334U (N5I5340W1),laptop,17.990.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n5i5340w1,,thegioididong
206,207,Asus Vivobook 15 OLED A1505VA i5 13500H (L1341W),laptop,17.390.000₫,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i5-l1341w?utm_flashsale=1,,thegioididong
207,208,Acer Aspire Lite AL16 51P 596H i5 1235U (NX.KWZSV.002),laptop,12.690.000₫,https://www.thegioididong.com/laptop/acer-aspire-lite-al16-51p-596h-i5-nxkwzsv002,,thegioididong
208,209,Dell Inspiron 15 3530 i7 1355U (N5I7301W1),laptop,21.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n5i7301w1,,thegioididong
209,210,HP 15 fd1064TU Ultra 5 125H (9Z2Y2PA),laptop,16.990.000₫,https://www.thegioididong.com/laptop/hp-15-fd1064tu-ultra-5-9z2y2pa?utm_flashsale=1,,thegioididong
210,211,HP Pavilion 15 eg2088TU i7 1260P (7C0R0PA),laptop,20.990.000₫,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2088tu-i7-7c0r0pa,,thegioididong
211,212,MSI Gaming Katana 15 B13UDXK i7 13620H (2077VN),laptop,23.990.000₫,https://www.thegioididong.com/laptop/msi-katana-15-b13udxk-i7-2077vn,,thegioididong
212,213,Asus Vivobook 15 X1504VA i5 1335U (NJ025W),laptop,13.990.000₫,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i5-nj025w,,thegioididong
213,214,Lenovo Ideapad Slim 5 16IMH9 Ultra 7 155H (83DC001SVN),laptop,25.990.000₫,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-16imh9-ultra-7-83dc001svn,,thegioididong
214,215,MSI Gaming Thin 15 B12UC i5 12450H (2045VN),laptop,16.990.000₫,https://www.thegioididong.com/laptop/msi-thin-15-b12uc-i5-2045vn,,thegioididong
215,216,Lenovo Ideapad 3 15IAU7 i7 1255U (82RK00X0VN),laptop,15.990.000₫,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i7-82rk00x0vn,,thegioididong
216,217,Dell Inspiron 15 3530 i5 1334U (71043885),laptop,18.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-71043885,,thegioididong
217,218,Dell Inspiron 15 3520 i5 1235U (i5U085W11BLU),laptop,15.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5u085w11blu,,thegioididong
218,219,HP Pavilion 15 eg2081TU i5 1240P (7C0Q4PA),laptop,15.690.000₫,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2081tu-i5-7c0q4pa,,thegioididong
219,220,Asus Zenbook 14 OLED UX3402VA i5 13500H (KM657W),laptop,23.490.000₫,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-i5-km657w?utm_flashsale=1,,thegioididong
220,221,MSI Modern 14 C13M i5 1335U (611VN),laptop,13.490.000₫,https://www.thegioididong.com/laptop/msi-modern-14-c13m-i5-611vn,,thegioididong
221,222,Asus TUF Gaming A15 FA506NCR R7 7435HS (HN097W),laptop,19.990.000₫,https://www.thegioididong.com/laptop/asus-fa506ncr-r7-hn097w,,thegioididong
222,223,Asus Vivobook S 14 Flip TP3402VA i5 13500H (LZ031W),laptop,18.990.000₫,https://www.thegioididong.com/laptop/asus-vivobook-s-14-flip-tp3402va-i5-lz031w,,thegioididong
223,224,MacBook Air 13 inch M2 10GPU,laptop,26.890.000₫,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022-16gb-256gb-10gpu,https://cdn.tgdd.vn/Products/Images/44/325306/apple-macbook-air-m2-2022-16gb-256gb-10gpu-xanh%20thumb-600x600.jpg,thegioididong
224,225,Acer Aspire Lite 15 51M 5542 i5 1155G7 (NX.KS5SV.001),laptop,11.190.000₫,https://www.thegioididong.com/laptop/acer-aspire-lite-15-51m-5542-i5-nxks5sv001,,thegioididong
225,226,Acer Gaming Nitro V ANV15 51 55CA i5 13420H (NH.QN8SV.004),laptop,24.490.000₫,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-55ca-i5-nhqn8sv004,,thegioididong
226,227,Lenovo Gaming Legion Pro 5 16IRX9 i9 14900HX (83DF0047VN),laptop,44.990.000₫,https://www.thegioididong.com/laptop/lenovo-legion-pro-5-16irx9-i9-83df0047vn,,thegioididong
227,228,Dell Inspiron 15 3520 i5 1235U (N3520-i5U165W11BLU-FP),laptop,16.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n3520i5u165w11blufp,,thegioididong
228,229,Dell Vostro 15 3520 i5 1235U (V3520-i5U165W11GRU),laptop,16.490.000₫,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-v3520i5u165w11gru,,thegioididong
229,230,Dell Vostro 15 3520 i5 1235U (i5U165W11GRU),laptop,16.490.000₫,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-i5u165w11gru,,thegioididong
230,231,Asus Vivobook 15 OLED A1505ZA i5 12500H (L1337W),laptop,16.490.000₫,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505za-i5-l1337w?utm_flashsale=1,,thegioididong
231,232,MSI Gaming Bravo 15 B7ED R5 7535HS (010VN),laptop,13.990.000₫,https://www.thegioididong.com/laptop/msi-bravo-15-b7ed-r5-010vn?utm_flashsale=1,,thegioididong
232,233,HP 15s fq5162TU i5 1235U (7C134PA),laptop,12.990.000₫,https://www.thegioididong.com/laptop/hp-15s-fq5162tu-i5-7c134pa?utm_flashsale=1,,thegioididong
233,234,Acer Aspire Lite 15 51M 55NB i5 1155G7 (NX.KRSSV.001),laptop,11.190.000₫,https://www.thegioididong.com/laptop/acer-aspire-lite-15-51m-55nb-i5-nxkrssv001,,thegioididong
234,235,HP Envy x360 14 fc0094TU Ultra 5 125U (A19C4PA),laptop,27.290.000₫,https://www.thegioididong.com/laptop/hp-envy-x360-14-fc0094tu-ultra-5-a19c4pa,,thegioididong
235,236,Acer Swift Lite 14 AI SFL14 51M 56HS Ultra 5 125U (NX.J1HSV.002),laptop,18.690.000₫,https://www.thegioididong.com/laptop/acer-swift-lite-14-ai-sfl14-51m-56hs-ultra-5-nxj1hsv002,,thegioididong
236,237,Lenovo IdeaPad Slim 5 14IMH9 Ultra 5 125H (83DA001NVN),laptop,20.990.000₫,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-14imh9-ultra-5-83da001nvn?utm_flashsale=1,,thegioididong
237,238,MSI Gaming Thin 15 B13UCX i5 13420H (2080VN),laptop,16.990.000₫,https://www.thegioididong.com/laptop/msi-thin-15-b13ucx-i5-2080vn,,thegioididong
238,239,Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H (NH.QFHSV.001),laptop,17.990.000₫,https://www.thegioididong.com/laptop/acer-nitro-5-tiger-an515-58-52sp-i5-nhqfhsv001?utm_flashsale=1,,thegioididong
239,240,Dell Inspiron 15 3520 i5 1235U (N3520-i5U085W11SLU),laptop,15.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n3520-i5u085w11slu,,thegioididong
240,241,Asus Gaming Vivobook K3605ZU i5 12500H (RP296W),laptop,23.290.000₫,https://www.thegioididong.com/laptop/asus-gaming-vivobook-k3605zu-i5-rp296w?utm_flashsale=1,,thegioididong
241,242,Asus TUF Gaming A15 FA506NC R5 7535HS (HN017W),laptop,18.490.000₫,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa506nc-r5-hn017w,,thegioididong
242,243,HP Pavilion X360 14 ek1047TU i7 1355U (80R25PA),laptop,24.990.000₫,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek1047tu-i7-80r25pa?utm_flashsale=1,,thegioididong
243,244,Dell Inspiron 15 3530 i7 1355U (71026454),laptop,21.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-71026454,,thegioididong
244,245,HP 240 G9 i3 1215U (6L1X8PA),laptop,9.990.000₫,https://www.thegioididong.com/laptop/hp-240-g9-i3-6l1x8pa,,thegioididong
245,246,Dell Inspiron 14 5440 Core 7 150U (7FN5J),laptop,24.990.000₫,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-7-7fn5j,,thegioididong
246,247,MSI Gaming GF63 Thin 12VE i5 12450H (460VN),laptop,16.990.000₫,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12ve-i5-460vn?utm_flashsale=1,,thegioididong
247,248,Lenovo Ideapad Slim 5 16IMH9 Ultra 5 125H (83DC001RVN),laptop,21.990.000₫,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-16imh9-ultra-5-83dc001rvn,https://cdn.tgdd.vn/Products/Images/44/326498/lenovo-ideapad-slim-5-16imh9-ultra-5-83dc001rvn-thumb-600x600.jpg,thegioididong
248,249,MSI Gaming Sword 16 HX B14VFKG i7 14700HX (045VN),laptop,36.990.000₫,https://www.thegioididong.com/laptop/msi-gaming-sword-16-hx-b14vfkg-i7-045vn,https://cdn.tgdd.vn/Products/Images/44/322100/msi-gaming-sword-16-hx-b14vfkg-i7-045vn-thumb-600x600.jpg,thegioididong
249,250,Acer Swift Go SFG14 71 513F i5 13500H (NX.KPZSV.003),laptop,16.490.000₫,https://www.thegioididong.com/laptop/acer-swift-go-sfg14-71-513f-i5-nxkpzsv003?utm_flashsale=1,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330164/acer-swift-go-sfg14-71-513f-i5-nxkpzsv003-thumb-638628541868611385-600x600.jpg,thegioididong
250,251,Dell Vostro 3420 i5 1235U (V4I5702W1),laptop,15.490.000₫,https://www.thegioididong.com/laptop/dell-vostro-3420-i5-v4i5702w1,https://cdn.tgdd.vn/Products/Images/44/325243/dell-vostro-3420-i5-v4i5702w1-thumb-new-600x600.jpg,thegioididong
251,252,Asus TUF Gaming F15 FX507ZC4 i5 12500H (HN229W),laptop,21.490.000₫,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507zc4-i5-hn229w,https://cdn.tgdd.vn/Products/Images/44/317709/asus-tuf-gaming-f15-fx507zc4-i5-hn229w-thumb-600x600.jpg,thegioididong
252,253,Acer Swift Go 14 41 R251 R5 7430U (NX.KG3SV.005),laptop,16.490.000₫,https://www.thegioididong.com/laptop/acer-swift-go-14-41-r251-r5-nxkg3sv005,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327506/acer-swift-go-14-41-r251-r5-nxkg3sv005-thumb-laptop-638632055248496672-600x600.jpg,thegioididong
253,254,HP Pavilion 15 eg3094TU i5 1335U (8C5L5PA),laptop,16.390.000₫,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3094tu-i5-8c5l5pa?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/311145/hp-pavilion-15-eg3094tu-i5-8c5l5pa-thumb-1-600x600.jpg,thegioididong
254,255,Lenovo ThinkPad E14 Gen 6 Ultra 7 155U (21M7004UVN),laptop,27.990.000₫,https://www.thegioididong.com/laptop/lenovo-thinkpad-e14-ultra-7-21m7004uvn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/326639/lenovo-thinkpad-e14-ultra-7-21m7004uvn-thumb-638646018111183543-600x600.jpg,thegioididong
255,256,MSI Gaming Cyborg 15 A13VEK i7 13620H (1423VN),laptop,24.990.000₫,https://www.thegioididong.com/laptop/msi-cyborg-15-a13vek-i7-1423vn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327707/msi-cyborg-15-a13vek-i7-1423vn-thumb-638622527904312717-600x600.jpg,thegioididong
256,257,HP Pavilion 15 eg2082TU i5 1240P (7C0Q5PA),laptop,14.990.000₫,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2082tu-i5-7c0q5pa,https://cdn.tgdd.vn/Products/Images/44/302533/hp-pavilion-15-eg2082tu-i5-7c0q5pa-thumb-600x600.jpg,thegioididong
257,258,Asus Vivobook 15 X1504VA i7 1355U (NJ023W),laptop,18.990.000₫,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-nj023w,https://cdn.tgdd.vn/Products/Images/44/305009/asus-vivobook-15-x1504va-nj023w-thumb-600x600.jpg,thegioididong
258,259,Asus TUF Gaming A15 FA507NUR R7 7435HS (LP057W),laptop,24.790.000₫,https://www.thegioididong.com/laptop/asus-fa507nur-r7-lp057w?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/327872/asus-fa507nur-r7-lp057w-thumb-600x600.jpg,thegioididong
259,260,Asus TUF Gaming F15 FX507VV i7 13620H (LP151W),laptop,28.990.000₫,https://www.thegioididong.com/laptop/asus-fx507vv-i7-lp151w,https://cdn.tgdd.vn/Products/Images/44/327899/asus-fx507vv-i7-lp151w-thumb-600x600.jpg,thegioididong
260,261,Acer Gaming Nitro V ANV15 51 53NE i5 13420H (NH.QNASV.002),laptop,19.690.000₫,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-53ne-i5-nhqnasv002,https://cdn.tgdd.vn/Products/Images/44/319657/acer-nitro-v-anv15-51-53ne-i5-nhqnasv002-thumb-600x600.jpg,thegioididong
261,262,HP Gaming VICTUS 16 r0130TX i5 13500H (8C5N5PA),laptop,22.990.000₫,https://www.thegioididong.com/laptop/hp-gaming-victus-16-r0130tx-i5-8c5n5pa?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/313973/hp-gaming-victus-16-r0130tx-i5-8c5n5pa-thumb-1-600x600.jpg,thegioididong
262,263,Asus Zenbook 14 OLED UX3405MA Ultra 7 155H (PP152W),laptop,31.490.000₫,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-7-pp152w?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/321468/asus-zenbook-14-oled-ux3405ma-ultra-7-pp152w-thumb-600x600.jpg,thegioididong
263,264,HP 245 G10 R5 7520U (8F155PA),laptop,9.490.000₫,https://www.thegioididong.com/laptop/hp-245-g10-r5-8f155pa?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/312871/hp-245-g10-r5-8f155pa-glr-thumb-600x600.jpg,thegioididong
264,265,Asus Zenbook 14 OLED UX3405MA Ultra 9 185H (PP475W),laptop,33.490.000₫,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-9-pp475w?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/324821/asus-zenbook-14-oled-ux3405ma-ultra-9-pp475w-thumb-600x600.jpg,thegioididong
